key,0,1
#,,
offset,0,4
Int32,String,String
0,TEXT_KINGWK302_05449_SEQ_00,大地基地的查明威對宇宙探索計劃的進展十分滿意。
1,TEXT_KINGWK302_05449_SEQ_01,和查明威談話時，在星球四處為新事物命名的命名威回來了。命名威邀請冒險者與他一同參觀俄匊斯行星，和大地基地的命名威交談，進入同行狀態。
2,TEXT_KINGWK302_05449_SEQ_02,帶著命名威前往他想介紹的地方。首先前往能夠一覽大地基地，並將巨石城收入眼底的地方。<hex:02100103><hex:02100103>※同行狀態被解除時，再次與命名威對話便可進入同行狀態。
3,TEXT_KINGWK302_05449_SEQ_03,和命名威同行，先去參觀巨石城一帶，聆聽了命名威在這個名字中寄託的情感。繼續和命名威同行，前往護盾巖牆附近。
4,TEXT_KINGWK302_05449_SEQ_04,在護盾巖牆附近和命名威進行了交談，瞭解到這個名字源於巨石城和巖石的關係。繼續和命名威同行，前往錨山。
5,TEXT_KINGWK302_05449_SEQ_05,在錨山和命名威進行了交談，一邊眺望遼闊海洋一邊聽取了周圍景物的命名緣由。繼續和命名威同行，前往藍裂幽陸，並在<hex:02280CFF05>EObj<hex:F61EBF7A0103>張望。
6,TEXT_KINGWK302_05449_SEQ_06,從藍裂幽陸俯瞰俄匊斯行星，得知了命名威的新發現和感想。返回大地基地，告訴查明威這次的遊覽非常愉快。
7,TEXT_KINGWK302_05449_SEQ_07,在查明威的帶領下前往正在修復自形晶的迪莉斯身邊，並見證了自形晶重啟。通過分析自形晶展示的航線圖，或許可以確定離開俄匊斯行星的先驅者的去向。在準備完成之前，先靜心等待。<hex:02100103><hex:02100103>另外，獲得「完成50次俄匊斯行星探索任務」的探索成果后，可以領取新的支線任務。與參與宇宙探索計劃的人們互動，積極從探索觸控板處參加任務吧。
8,TEXT_KINGWK302_05449_SEQ_08,
9,TEXT_KINGWK302_05449_SEQ_09,
10,TEXT_KINGWK302_05449_SEQ_10,
11,TEXT_KINGWK302_05449_SEQ_11,
12,TEXT_KINGWK302_05449_SEQ_12,
13,TEXT_KINGWK302_05449_SEQ_13,
14,TEXT_KINGWK302_05449_SEQ_14,
15,TEXT_KINGWK302_05449_SEQ_15,
16,TEXT_KINGWK302_05449_SEQ_16,
17,TEXT_KINGWK302_05449_SEQ_17,
18,TEXT_KINGWK302_05449_SEQ_18,
19,TEXT_KINGWK302_05449_SEQ_19,
20,TEXT_KINGWK302_05449_SEQ_20,
21,TEXT_KINGWK302_05449_SEQ_21,
22,TEXT_KINGWK302_05449_SEQ_22,
23,TEXT_KINGWK302_05449_SEQ_23,
24,TEXT_KINGWK302_05449_TODO_00,和命名威對話進入同行狀態
25,TEXT_KINGWK302_05449_TODO_01,帶著命名威<hex:02100103>在大地基地附近對話
26,TEXT_KINGWK302_05449_TODO_02,帶著命名威<hex:02100103>在護盾巖牆附近對話
27,TEXT_KINGWK302_05449_TODO_03,帶著命名威<hex:02100103>在錨山附近對話
28,TEXT_KINGWK302_05449_TODO_04,帶著命名威<hex:02100103>在<hex:02280CFF05>EObj<hex:F61EBF7A0103>進行觀察
29,TEXT_KINGWK302_05449_TODO_05,和查明威對話
30,TEXT_KINGWK302_05449_TODO_06,
31,TEXT_KINGWK302_05449_TODO_07,
32,TEXT_KINGWK302_05449_TODO_08,
33,TEXT_KINGWK302_05449_TODO_09,
34,TEXT_KINGWK302_05449_TODO_10,
35,TEXT_KINGWK302_05449_TODO_11,
36,TEXT_KINGWK302_05449_TODO_12,
37,TEXT_KINGWK302_05449_TODO_13,
38,TEXT_KINGWK302_05449_TODO_14,
39,TEXT_KINGWK302_05449_TODO_15,
40,TEXT_KINGWK302_05449_TODO_16,
41,TEXT_KINGWK302_05449_TODO_17,
42,TEXT_KINGWK302_05449_TODO_18,
43,TEXT_KINGWK302_05449_TODO_19,
44,TEXT_KINGWK302_05449_TODO_20,
45,TEXT_KINGWK302_05449_TODO_21,
46,TEXT_KINGWK302_05449_TODO_22,
47,TEXT_KINGWK302_05449_TODO_23,
48,TEXT_KINGWK302_05449_SEARCHINGWAY_000_001,<hex:022903EB0203>，感謝你一直以來的貢獻！<hex:02100103>在重力異常的環境里勞作應該挺辛苦的吧……<hex:02100103>你都參觀好了嗎？
49,TEXT_KINGWK302_05449_Q1_000_000,如何作答？
50,TEXT_KINGWK302_05449_A1_000_001,我很享受，過得很充實
51,TEXT_KINGWK302_05449_A1_000_002,埋頭工作，完全沒注意……
52,TEXT_KINGWK302_05449_SEARCHINGWAY_000_003,你在俄匊斯行星的基地建設和遺蹟發掘工作上出了不少力呢！<hex:02100103>我們能在這顆星球上取得這麼多成果，<hex:02100103>都是大家齊心協力努力建設的結果！辛苦了！
53,TEXT_KINGWK302_05449_NAMINGWAY_000_004,我到處溜躂回來了！<hex:02100103>一邊小心不被那些重力球吸起來一邊給東西取名，<hex:02100103>真是辛苦我了！
54,TEXT_KINGWK302_05449_SEARCHINGWAY_000_005,命名威，歡迎回來！<hex:02100103>這次也多謝你給各種東西取名，<hex:02100103>才讓我們的探索計劃進展得更順利！
55,TEXT_KINGWK302_05449_NAMINGWAY_000_006,嘿嘿，有你這句話我辛苦也值了！<hex:02100103>這次要給先於我們來到這裡的「先驅者」留下的遺蹟<hex:02100103>取個便於理解的名字，真的很不容易呢！
56,TEXT_KINGWK302_05449_SEARCHINGWAY_000_007,嗯……月球、法恩娜行星還有現在的俄匊斯行星……<hex:02100103>取這些名字的時候，命名威應該是有不同依據的吧？
57,TEXT_KINGWK302_05449_NAMINGWAY_000_008,沒錯，我的目的就是讓大家能夠從名字中更直觀地感受<hex:02100103>不同行星的特點！
58,TEXT_KINGWK302_05449_NAMINGWAY_000_009,<hex:022903EB0203>，這次也跟我一起轉一轉吧？<hex:02100103>我給你介紹我起的名字！
59,TEXT_KINGWK302_05449_SEARCHINGWAY_000_010,命名威這次為俄匊斯行星起名也很講究，<hex:02100103>你就去聽聽他這次的成果吧。<hex:02100103>我在這裡等你們回來！
60,TEXT_KINGWK302_05449_SEARCHINGWAY_000_020,你就去見證一下命名威的成果，<hex:02100103>聽聽他對俄匊斯行星的感想和命名緣由吧！
61,TEXT_KINGWK302_05449_NAMINGWAY_000_021,<hex:022903EB0203>，你準備好了嗎？<hex:02100103>那我們就先從據點附近看起吧！
62,TEXT_KINGWK302_05449_SYSTEM_000_030,在執行該任務時，需要與命名威保持同行狀態。<hex:02100103>此外，命名威應位於玩家附近。
63,TEXT_KINGWK302_05449_SYSTEM_000_031,同行者還沒過來。<hex:02100103>迎接並帶他來到附近，一起探索吧。
64,TEXT_KINGWK302_05449_Q2_000_000,要做什麼？
65,TEXT_KINGWK302_05449_A2_000_001,對話
66,TEXT_KINGWK302_05449_A2_000_002,解除同行狀態
67,TEXT_KINGWK302_05449_A2_000_003,取消
68,TEXT_KINGWK302_05449_NAMINGWAY_000_033,<hex:022903EB0203>每次都願意陪我來，<hex:02100103>我真的太高興了，謝謝你！
