key,0,1
#,,
offset,0,4
Int32,String,String
0,TEXT_KINGML103_05477_SEQ_00,無名浮島的維斯納面露難色。
1,TEXT_KINGML103_05477_SEQ_01,
2,TEXT_KINGML103_05477_SEQ_02,
3,TEXT_KINGML103_05477_SEQ_03,
4,TEXT_KINGML103_05477_SEQ_04,
5,TEXT_KINGML103_05477_SEQ_05,
6,TEXT_KINGML103_05477_SEQ_06,
7,TEXT_KINGML103_05477_SEQ_07,
8,TEXT_KINGML103_05477_SEQ_08,
9,TEXT_KINGML103_05477_SEQ_09,
10,TEXT_KINGML103_05477_SEQ_10,
11,TEXT_KINGML103_05477_SEQ_11,
12,TEXT_KINGML103_05477_SEQ_12,
13,TEXT_KINGML103_05477_SEQ_13,
14,TEXT_KINGML103_05477_SEQ_14,
15,TEXT_KINGML103_05477_SEQ_15,
16,TEXT_KINGML103_05477_SEQ_16,
17,TEXT_KINGML103_05477_SEQ_17,
18,TEXT_KINGML103_05477_SEQ_18,
19,TEXT_KINGML103_05477_SEQ_19,
20,TEXT_KINGML103_05477_SEQ_20,
21,TEXT_KINGML103_05477_SEQ_21,
22,TEXT_KINGML103_05477_SEQ_22,
23,TEXT_KINGML103_05477_SEQ_23,
24,TEXT_KINGML103_05477_TODO_00,和維斯納對話
25,TEXT_KINGML103_05477_TODO_01,對<hex:02280CFF05>EObj<hex:F61EC0600103>使用<hex:022811FF0A>EventItem<hex:F61E93700103>
26,TEXT_KINGML103_05477_TODO_02,和維斯納對話
27,TEXT_KINGML103_05477_TODO_03,
28,TEXT_KINGML103_05477_TODO_04,
29,TEXT_KINGML103_05477_TODO_05,
30,TEXT_KINGML103_05477_TODO_06,
31,TEXT_KINGML103_05477_TODO_07,
32,TEXT_KINGML103_05477_TODO_08,
33,TEXT_KINGML103_05477_TODO_09,
34,TEXT_KINGML103_05477_TODO_10,
35,TEXT_KINGML103_05477_TODO_11,
36,TEXT_KINGML103_05477_TODO_12,
37,TEXT_KINGML103_05477_TODO_13,
38,TEXT_KINGML103_05477_TODO_14,
39,TEXT_KINGML103_05477_TODO_15,
40,TEXT_KINGML103_05477_TODO_16,
41,TEXT_KINGML103_05477_TODO_17,
42,TEXT_KINGML103_05477_TODO_18,
43,TEXT_KINGML103_05477_TODO_19,
44,TEXT_KINGML103_05477_TODO_20,
45,TEXT_KINGML103_05477_TODO_21,
46,TEXT_KINGML103_05477_TODO_22,
47,TEXT_KINGML103_05477_TODO_23,
48,TEXT_KINGML103_05477_ALPHINAUD_000_001,說實話，我想了解的事太多太多了。<hex:02100103>不過還是看情況，循序漸進地問維斯納吧。
49,TEXT_KINGML103_05477_ESTINIEN_000_005,剛剛還在發愁怎麼離開這裡，<hex:02100103>沒想到飛空艇轉眼就送上門來，這可比巨鳥靠譜多了。<hex:02100103>不過現在的情況似乎有些複雜。
50,TEXT_KINGML103_05477_ALPHINAUD_000_010,當初被召喚到第一世界時，<hex:02100103>因為水晶公的幫助，我們很快就適應了。<hex:02100103>但現在要靠自己從零開始打拚，還真有點緊張呢。
51,TEXT_KINGML103_05477_ESTINIEN_000_015,說到映象世界的居民，應該和虛無界的妖異差不多吧？<hex:02100103>只不過當時妖異好像對我們有所瞭解……<hex:02100103>按道理來講，對其他世界的人一無所知才正常吧。
52,TEXT_KINGML103_05477_VISNA_000_100,好啦，咱們這就和凱基爾商量一下吧。<hex:02100103>我都這麼坦然地跟你們打交道了，他們好像還是有顧忌。
53,TEXT_KINGML103_05477_VISNA_000_101,我倒是無所謂，反正這樣能拿到額外報酬。<hex:02100103>不過你們還是別過去了，等我把凱基爾叫來。
54,TEXT_KINGML103_05477_VISNA_000_102,喂——艇長——！<hex:02100103>我有件事想跟你商量！
55,TEXT_KINGML103_05477_VISNA_000_103,你過來一下，這裡很安全，我保證！
56,TEXT_KINGML103_05477_KETILL_000_104,太邪門了……<hex:02100103>居然真有人沒有刻印。
57,TEXT_KINGML103_05477_VISNA_000_105,所以我就說嘛，沒事的！
58,TEXT_KINGML103_05477_KETILL_000_106,話說你想商量什麼？
59,TEXT_KINGML103_05477_ALPHINAUD_000_107,非常抱歉給大家帶來困擾。<hex:02100103>我想說說我們的情況和今後的打算……
60,TEXT_KINGML103_05477_KETILL_000_108,呃……嗯……那個……<hex:02100103>你說的「其他的世界」……讓我有些摸不著頭腦……
61,TEXT_KINGML103_05477_KETILL_000_109,不過你們沒有刻印，確實不是一般人。<hex:02100103>我也不反對你們去見維斯納的師父。
62,TEXT_KINGML103_05477_KETILL_000_110,總之，我會帶你們三個去納格爾法！<hex:02100103>但只能以普通受難者的身份過去。
63,TEXT_KINGML103_05477_ALPHINAUD_000_111,真是太感謝你了！
64,TEXT_KINGML103_05477_VISNA_000_112,太好啦！
65,TEXT_KINGML103_05477_KETILL_000_113,不過得等等才能出發。<hex:02100103>因為這座浮島上有我們需要的東西。
66,TEXT_KINGML103_05477_VISNA_100_113,我們的任務是到雲海回收資源。
67,TEXT_KINGML103_05477_VISNA_200_113,納格爾法有許多用來回收資源的打撈艇，<hex:02100103>每艘都配備了必要的人員……<hex:02100103>比如艇長、舵手和魔工技師什麼的。
68,TEXT_KINGML103_05477_VISNA_300_113,而我們，就是分配到格拉德號的！
69,TEXT_KINGML103_05477_ALPHINAUD_000_114,我明白了。<hex:02100103>你們要在這座浮島開採資源，然後再回去對吧。
70,TEXT_KINGML103_05477_ALPHINAUD_100_114,如果可以，能不能讓我們也幫幫忙？
71,TEXT_KINGML103_05477_ALPHINAUD_200_114,雖然這樣也還不清你們的恩情，<hex:02100103>但與其乾等出發，我們更想出一份力。
72,TEXT_KINGML103_05477_KETILL_000_115,那好，我就把這些交給你們吧。
73,TEXT_KINGML103_05477_ALPHINAUD_000_116,好暖和……<hex:02100103>這是火屬性的水晶嗎？
74,TEXT_KINGML103_05477_KETILL_000_117,沒錯。<hex:02100103>雖然只是劣等品，不過經過了一點加工，<hex:02100103>發出的熱量已經比之前多了。
75,TEXT_KINGML103_05477_KETILL_000_118,我想請你們把這些東西設定在浮島長出來的那些凍結的水晶上。<hex:02100103>覆蓋面儘量廣一些。
76,TEXT_KINGML103_05477_KETILL_000_120,我得做後續的準備，讓格拉德號暫時離岸。<hex:02100103>所以解疑和彙報就找維斯納吧。
77,TEXT_KINGML103_05477_ALPHINAUD_000_121,好的，我們這就開始。
78,TEXT_KINGML103_05477_KETILL_000_119,
79,TEXT_KINGML103_05477_ALPHINAUD_000_125,這裡的開採流程和原初世界好像不一樣。<hex:02100103>咱們就先按照要求設定水晶吧。
80,TEXT_KINGML103_05477_ESTINIEN_000_130,也有人在龍堡和阿巴拉提亞的雲海生活，<hex:02100103>如果有需要，他們也能降落到地面上。<hex:02100103>但對於這裡的人來說，腳踏大地的奢望已經延續了幾百年……
