key,0
#,ShopName
offset,0
Int32,String
3473408,
3473409,特殊商品交易員
3473410,交換證書
3473411,交換獸人貨幣證書
3473412,交換獸人貨幣證書
3473413,交換獸人貨幣證書
3473414,交換獸人貨幣證書
3473415,交換獸人貨幣證書
3473416,交換獸人貨幣證書
3473417,交換獸人貨幣證書
3473418,交換獸人貨幣證書
3473419,
3473420,戰果記錄回收（上鎖的寶箱）
3473421,戰果記錄回收（其他）
3473422,戰果記錄回收（其他）
3473423,不用品の交換
3473424,回收生活50級時裝
3473425,回收生活60級時裝
3473426,回收生活70級時裝
3473427,回收生活80級時裝
3473428,回收生活90級時裝
3473429,換取解放軍的票據（武器）
3473430,換取解放軍的票據（防具）
3473431,換取解放軍的票據（飾品）
3473432,換取羅剎的票據（武器）
3473433,換取羅剎的票據（防具）
3473434,換取羅剎的票據（飾品）
3473435,換取遊末邦的一類票據（武器）
3473436,換取遊末邦的一類票據（防具）
3473437,換取遊末邦的一類票據（飾品）
3473438,換取遊末邦的二類票據（武器）
3473439,換取遊末邦的二類票據（防具）
3473440,換取遊末邦的二類票據（飾品）
3473441,換取遊末邦的三類票據（武器）
3473442,換取遊末邦的三類票據（防具）
3473443,換取遊末邦的三類票據（飾品）
3473444,換取拉札罕的一類票據（武器）
3473445,換取拉札罕的一類票據（防具）
3473446,換取拉札罕的一類票據（飾品）
3473447,換取拉札罕的二類票據（武器）
3473448,換取拉札罕的二類票據（防具）
3473449,換取拉札罕的二類票據（飾品）
3473450,換取拉札罕的三類票據（武器）
3473451,換取拉札罕的三類票據（防具）
3473452,換取拉札罕的三類票據（飾品）
3473453,換取永護塔的一類票據（武器）
3473454,換取永護塔的一類票據（防具）
3473455,換取永護塔的一類票據（飾品）
3473456,換取永護塔的二類票據（武器）
3473457,換取永護塔的二類票據（防具）
3473458,換取永護塔的二類票據（飾品）
3473459,換取永護塔的三類票據（武器）
3473460,換取永護塔的三類票據（防具）
3473461,換取永護塔的三類票據（飾品）
3473462,
3473463,交換色素
