key,0
#,
offset,0
int32,str
0,
1,
2,
3,觀測到即將發生大規模磁暴天氣的徵兆。<hex:02100103>預報時間內使用設備時請務必注意安全。
4,觀測到可能墜落在憧憬灣的小型隕石群！<hex:02100103>高風險時間已經確定，請室外的工作人員保持警惕。
5,大範圍月面菌床的狀態顯示空中即將發生孢子霧。<hex:02100103>菌床可能出現變異，請勿隨意靠近陌生菌類。
6,探測到即將出現巨大雷雲，並成功確定到來時間。<hex:02100103>請室外的工作人員提高警惕。
7,受到周圍氣壓降低的影響，寒冷氣流即將到來！<hex:02100103>預測氣溫將急劇下降，請務必做好防寒對策。
8,觀測到巨大的濃乙太雲靠近，推測即將出現玻璃雨天氣。<hex:02100103>屆時可見度會大幅下降，請保持警惕並做好相應對策。
9,緊急情況：磁暴
10,緊急情況：流星雨
11,緊急情況：孢子霧
12,緊急情況：雷雨
13,緊急情況：寒冷氣流
14,緊急情況：玻璃雨
15,前往刻木匠、製革匠、煉金術士的任務地點
16,前往雕金匠、裁衣匠的任務地點
17,前往雕金匠、裁衣匠、園藝工的任務地點
18,前往鍛鐵匠、煉金術士、採礦工的任務地點
19,前往烹調師、採礦工、捕魚人的任務地點
20,前往鍛鐵匠、製革匠、園藝工的任務地點
21,前往刻木匠、園藝工的任務地點
22,前往鑄甲匠、烹調師、捕魚人的任務地點
23,前往刻木匠、鑄甲匠、製革匠的任務地點
24,前往烹調師、捕魚人的任務地點
25,前往鑄甲匠、雕金匠、採礦工的任務地點
26,前往鍛鐵匠、裁衣匠、煉金術士的任務地點
27,要前往刻木匠、製革匠、煉金術士的<hex:02100103>緊急探索任務地點嗎？
28,要前往雕金匠、裁衣匠的<hex:02100103>緊急探索任務地點嗎？
29,要前往雕金匠、裁衣匠、園藝工的<hex:02100103>緊急探索任務地點嗎？
30,要前往鍛鐵匠、煉金術士、採礦工的<hex:02100103>緊急探索任務地點嗎？
31,要前往烹調師、採礦工、捕魚人的<hex:02100103>緊急探索任務地點嗎？
32,要前往鍛鐵匠、製革匠、園藝工的<hex:02100103>緊急探索任務地點嗎？
33,要前往刻木匠、園藝工的<hex:02100103>緊急探索任務地點嗎？
34,要前往鑄甲匠、烹調師、捕魚人的<hex:02100103>緊急探索任務地點嗎？
35,要前往刻木匠、鑄甲匠、製革匠的<hex:02100103>緊急探索任務地點嗎？
36,要前往烹調師、捕魚人的<hex:02100103>緊急探索任務地點嗎？
37,要前往鑄甲匠、雕金匠、採礦工的<hex:02100103>緊急探索任務地點嗎？
38,要前往鍛鐵匠、裁衣匠、煉金術士的<hex:02100103>緊急探索任務地點嗎？
39,前往鍛鐵匠、製革匠的任務地點
40,前往鑄甲匠、雕金匠、裁衣匠的任務地點
41,前往刻木匠、烹調師、園藝工的任務地點
42,前往雕金匠、採礦工、捕魚人的任務地點
43,前往鑄甲匠、製革匠、烹調師的任務地點
44,前往刻木匠、煉金術士、捕魚人的任務地點
45,前往鍛鐵匠、採礦工的任務地點
46,前往裁衣匠、煉金術士、園藝工的任務地點
47,要前往鍛鐵匠、製革匠的<hex:02100103>緊急探索任務地點嗎？
48,要前往鑄甲匠、雕金匠、裁衣匠的<hex:02100103>緊急探索任務地點嗎？
49,要前往刻木匠、烹調師、園藝工的<hex:02100103>緊急探索任務地點嗎？
50,要前往雕金匠、採礦工、捕魚人的<hex:02100103>緊急探索任務地點嗎？
51,要前往鑄甲匠、製革匠、烹調師的<hex:02100103>緊急探索任務地點嗎？
52,要前往刻木匠、煉金術士、捕魚人的<hex:02100103>緊急探索任務地點嗎？
53,要前往鍛鐵匠、採礦工的<hex:02100103>緊急探索任務地點嗎？
54,要前往裁衣匠、煉金術士、園藝工的<hex:02100103>緊急探索任務地點嗎？
55,確認到大地基地周邊即將發生重力紊亂的預兆！<hex:02100103>?了應對突發事態，請全員保持警惕！
56,在極界水平線觀測到海平面上漲的現象，<hex:02100103>有可能會波及到探索區域，請多加註意。
57,確認到爆彈之母級別的極低氣壓正在靠近！<hex:02100103>預計會出現極強暴風，請室外的工作人員務必提高警惕！
58,緊急情況：重力紊亂
59,緊急情況：水泡風暴
60,緊急情況：暴風
61,前往刻木匠、雕金匠、裁衣匠的任務地點
62,前往烹調師、採礦工、捕魚人的任務地點
63,前往鑄甲匠、雕金匠、煉金術士的任務地點
64,前往採礦工、捕魚人的任務地點
65,前往鍛鐵匠、製革匠、採礦工的任務地點
66,前往鑄甲匠、雕金匠的任務地點
67,前往鍛鐵匠、鑄甲匠、製革匠的任務地點
68,前往煉金術士、烹調師、園藝工的任務地點
69,前往刻木匠、製革匠、裁衣匠的任務地點
70,前往烹調師、園藝工、捕魚人的任務地點
71,前往鍛鐵匠、煉金術士的任務地點
72,前往刻木匠、裁衣匠、園藝工的任務地點
73,要前往刻木匠、雕金匠、裁衣匠的<hex:02100103>緊急探索任務地點嗎？
74,要前往烹調師、採礦工、捕魚人的<hex:02100103>緊急探索任務地點嗎？
75,要前往鑄甲匠、雕金匠、煉金術士的<hex:02100103>緊急探索任務地點嗎？
76,要前往採礦工、捕魚人的<hex:02100103>緊急探索任務地點嗎？
77,要前往鍛鐵匠、製革匠、採礦工的<hex:02100103>緊急探索任務地點嗎？
78,要前往鑄甲匠、雕金匠的<hex:02100103>緊急探索任務地點嗎？
79,要前往鍛鐵匠、鑄甲匠、製革匠的<hex:02100103>緊急探索任務地點嗎？
80,要前往煉金術士、烹調師、園藝工的<hex:02100103>緊急探索任務地點嗎？
81,要前往刻木匠、製革匠、裁衣匠的<hex:02100103>緊急探索任務地點嗎？
