key,0,1
#,,
offset,0,4
Int32,String,String
0,TEXT_CTSMKDWEPTRADE5_00980_BRIGID_000_000,那麼在開始之前，我想先和你確認好……<hex:02100103>你想讓它變成怎樣的武器呢？<hex:02100103>等你想好了就來告訴我吧！
1,TEXT_CTSMKDWEPTRADE5_00980_BRIGID_000_001,複製存入知見水晶中的戰鬥的記憶，<hex:02100103>將其與幻境武器進行融合……
2,TEXT_CTSMKDWEPTRADE5_00980_BRIGID_000_002,嗯嗯嗯嗯——！
3,TEXT_CTSMKDWEPTRADE5_00980_BRIGID_000_003,很好，成功了！
4,TEXT_CTSMKDWEPTRADE5_00980_GEROLT_000_004,看起來還是這麼厲害呀。<hex:02100103>剝除所有幻影后顯露出真容的幻境武器，<hex:02100103>現在又被賦予了你所編織的戰鬥的記憶，變得如此光彩奪目了……
5,TEXT_CTSMKDWEPTRADE5_00980_GEROLT_000_005,這就是幻境武器的最終形態<hex:02100103><hex:02280AFF05>Item<hex:E8020103>了！
6,TEXT_CTSMKDWEPTRADE5_00980_GEROLT_000_006,這就是幻境武器的最終形態<hex:02100103><hex:02280AFF05>Item<hex:E8020103>與<hex:02100103><hex:02280AFF05>Item<hex:E8030103>了！
7,TEXT_CTSMKDWEPTRADE5_00980_GEROLT_000_007,我們能做的也就這麼多了。<hex:02100103>接下來你就和這把武器一同勇往直前，<hex:02100103>不斷編織出新的戰鬥的記憶吧！
8,TEXT_CTSMKDWEPTRADE5_00980_GEROLT_000_008,對了，我要再提醒你一下……<hex:02100103>想要重新調整屬性的話需要<hex:02280BFF05>Item<hex:F2C7210103>。<hex:02100103>不要忘了哦。
9,TEXT_CTSMKDWEPTRADE5_00980_SYSTEM_100_008,和幻境村的布里吉德對話可以重新調整武器的屬性。
10,TEXT_CTSMKDWEPTRADE5_00980_SYSTEM_000_009,可以在幻境村的爾密娜處交換<hex:02100103>調整武器屬性需要的<hex:02280BFF05>Item<hex:F2C7210103>。
