key,0,1
#,,
offset,0,4
Int32,String,String
0,TEXT_CTSMKDWEPTRADE4_00979_GEROLT_000_000,很好，用<hex:02280BFF05>Item<hex:F2C7210103>打造的核心已經組裝在了武器上。
1,TEXT_CTSMKDWEPTRADE4_00979_GEROLT_000_001,接下來該輪到幻境菜刀出場了。<hex:02100103>我來用它切斷包覆在武器上的幻影！
2,TEXT_CTSMKDWEPTRADE4_00979_GEROLT_000_002,喝啊啊啊啊啊啊！
3,TEXT_CTSMKDWEPTRADE4_00979_GEROLT_000_003,這次也很成功啊。<hex:02100103>強化帶來的提升效果還保持不變，只是剝除了礙事的幻影，<hex:02100103>原本被抑制的效能如今已經完全得到了解放……
4,TEXT_CTSMKDWEPTRADE4_00979_GEROLT_000_004,這就是幻境武器真正的樣子……<hex:02100103><hex:02280AFF05>Item<hex:E8020103>了！
5,TEXT_CTSMKDWEPTRADE4_00979_GEROLT_000_005,這就是幻境武器真正的樣子……<hex:02100103><hex:02280AFF05>Item<hex:E8020103>與<hex:02100103><hex:02280AFF05>Item<hex:E8030103>了！
6,TEXT_CTSMKDWEPTRADE4_00979_GEROLT_000_006,和之前一樣，幻境武器還能再進一步強化。<hex:02100103>為其附加你的戰鬥的記憶，<hex:02100103>就能強化至最終形態。
7,TEXT_CTSMKDWEPTRADE4_00979_GEROLT_000_007,<hex:02280BFF05>Item<hex:F2C7210103>也還有些剩餘，<hex:02100103>你想的話隨時可以開始。<hex:02100103>把幻境武器交給多多庫利就好。
8,TEXT_CTSMKDWEPTRADE4_00979_GEROLT_000_008,我之前也說過，幻境武器還能變得更強。<hex:02100103>既然已經強化到這個階段了，不如干脆再徹底點吧！
