key,0,1
#,,
offset,0,4
Int32,String,String
0,TEXT_CTSMKDWEPTRADE3_00967_GEROLT_000_000,輪到我出場了！<hex:02100103>讓你看看經過乙太轉換術強化的錘子有多厲害！
1,TEXT_CTSMKDWEPTRADE3_00967_GEROLT_000_001,嘿呀——！！
2,TEXT_CTSMKDWEPTRADE3_00967_GEROLT_000_002,很好，這次也很順利！<hex:02100103>素材和乙太得到了完美調和，<hex:02100103>這彷彿才是它真正的樣貌……
3,TEXT_CTSMKDWEPTRADE3_00967_GEROLT_000_003,完成了！這就是藉助妖異之力獲得新生的幻境武器——<hex:02100103><hex:02280AFF05>Item<hex:E8020103>！！
4,TEXT_CTSMKDWEPTRADE3_00967_GEROLT_000_004,完成了！這就是藉助妖異之力獲得新生的幻境武器——<hex:02100103><hex:02280AFF05>Item<hex:E8020103>和<hex:02280AFF05>Item<hex:E8030103>！！
5,TEXT_CTSMKDWEPTRADE3_00967_GEROLT_000_005,剩下的就是需要你多多使用它了，<hex:02100103>如果使用者無法習慣武器特性，<hex:02100103>那再好的武器也如同廢鐵。
6,TEXT_CTSMKDWEPTRADE3_00967_GEROLT_000_006,希望你能將幻境武器當成身體的一部分，<hex:02100103>與它形影不離，充分使用它。
