key,0,1
#,,
offset,0,4
Int32,String,String
0,TEXT_FESANX202_05520_SEQ_00,※本任務是特定期間內的任務。<hex:02100103><hex:02100103>艦尾樓的異國的詩人盡情享受了新生慶典。
1,TEXT_FESANX202_05520_SEQ_01,異國的詩人邀請冒險者一起去演奏會聽美妙的音樂。和格里達尼亞舊街米·凱特露天劇場的異國的詩人談談。
2,TEXT_FESANX202_05520_SEQ_02,和異國的詩人以及路過的人們一同欣賞了無拘無束的音樂家的精湛演奏。音樂家向冒險者表示了感謝，並留下了神秘難解的話語。響徹在耳邊的美妙旋律，想必今後也會繼續為冒險之旅加油助威。探求之旅還將展開新的篇章。
3,TEXT_FESANX202_05520_SEQ_03,
4,TEXT_FESANX202_05520_SEQ_04,
5,TEXT_FESANX202_05520_SEQ_05,
6,TEXT_FESANX202_05520_SEQ_06,
7,TEXT_FESANX202_05520_SEQ_07,
8,TEXT_FESANX202_05520_SEQ_08,
9,TEXT_FESANX202_05520_SEQ_09,
10,TEXT_FESANX202_05520_SEQ_10,
11,TEXT_FESANX202_05520_SEQ_11,
12,TEXT_FESANX202_05520_SEQ_12,
13,TEXT_FESANX202_05520_SEQ_13,
14,TEXT_FESANX202_05520_SEQ_14,
15,TEXT_FESANX202_05520_SEQ_15,
16,TEXT_FESANX202_05520_SEQ_16,
17,TEXT_FESANX202_05520_SEQ_17,
18,TEXT_FESANX202_05520_SEQ_18,
19,TEXT_FESANX202_05520_SEQ_19,
20,TEXT_FESANX202_05520_SEQ_20,
21,TEXT_FESANX202_05520_SEQ_21,
22,TEXT_FESANX202_05520_SEQ_22,
23,TEXT_FESANX202_05520_SEQ_23,
24,TEXT_FESANX202_05520_TODO_00,和格里達尼亞的異國的詩人對話
25,TEXT_FESANX202_05520_TODO_01,
26,TEXT_FESANX202_05520_TODO_02,
27,TEXT_FESANX202_05520_TODO_03,
28,TEXT_FESANX202_05520_TODO_04,
29,TEXT_FESANX202_05520_TODO_05,
30,TEXT_FESANX202_05520_TODO_06,
31,TEXT_FESANX202_05520_TODO_07,
32,TEXT_FESANX202_05520_TODO_08,
33,TEXT_FESANX202_05520_TODO_09,
34,TEXT_FESANX202_05520_TODO_10,
35,TEXT_FESANX202_05520_TODO_11,
36,TEXT_FESANX202_05520_TODO_12,
37,TEXT_FESANX202_05520_TODO_13,
38,TEXT_FESANX202_05520_TODO_14,
39,TEXT_FESANX202_05520_TODO_15,
40,TEXT_FESANX202_05520_TODO_16,
41,TEXT_FESANX202_05520_TODO_17,
42,TEXT_FESANX202_05520_TODO_18,
43,TEXT_FESANX202_05520_TODO_19,
44,TEXT_FESANX202_05520_TODO_20,
45,TEXT_FESANX202_05520_TODO_21,
46,TEXT_FESANX202_05520_TODO_22,
47,TEXT_FESANX202_05520_TODO_23,
48,TEXT_FESANX202_05520_WANDERINGMINSTREL_000_000,咦，你還沉浸在煙花的餘韻中嗎？<hex:02100103>看你的表情彷彿身在夢中似的。
49,TEXT_FESANX202_05520_WANDERINGMINSTREL_000_001,嗯……是真的做夢了啊。<hex:02100103>還在夢中見到了和我長得很像的人……
50,TEXT_FESANX202_05520_WANDERINGMINSTREL_000_002,雖然不明白你的夢意味著什麼……<hex:02100103>但「美妙的演奏會」應該指的就是<hex:02100103>在米·凱特露天劇場舉辦的演奏會。
51,TEXT_FESANX202_05520_WANDERINGMINSTREL_000_003,你有時間的話，要不要和我一起去聽聽看？
52,TEXT_FESANX202_05520_WANDERINGMINSTREL_000_004,很好！<hex:02100103>那我們快到格里達尼亞舊街的米·凱特露天劇場去吧。
53,TEXT_FESANX202_05520_WANDERINGMINSTREL_000_010,我們到了。<hex:02100103>現在似乎是演出的休息時間。
54,TEXT_FESANX202_05520_WANDERINGMINSTREL_000_011,你看，臺上不是放著一架鋼琴嗎？
55,TEXT_FESANX202_05520_WANDERINGMINSTREL_000_012,那似乎是作為新生慶典活動的一環而準備的，<hex:02100103>應該誰都可以去彈。
56,TEXT_FESANX202_05520_WANDERINGMINSTREL_000_013,正如妮密小姐所相信的那樣……<hex:02100103>音樂是有著撫慰、振奮人心的力量的。
57,TEXT_FESANX202_05520_WANDERINGMINSTREL_000_014,當心靈被音樂浸染，就連隨往事一同深埋在心底的情感，<hex:02100103>也能重新在腦海中鮮明地浮現吧。
58,TEXT_FESANX202_05520_WANDERINGMINSTREL_000_015,……如此說來，為新生慶典而準備一架鋼琴<hex:02100103>你不覺得是非常合適的嗎？
59,TEXT_FESANX202_05520_WANDERINGMINSTREL_000_016,請看，下一位演奏者到來了。
60,TEXT_FESANX202_05520_WANDERINGMINSTREL_000_017,這、這旋律……莫非是……？！
61,TEXT_FESANX202_05520_WANDERINGMINSTREL_000_018,他彈的曲子我有印象。<hex:02100103>這位戴頭套的演奏者說不定是我的一位老前輩……！
62,TEXT_FESANX202_05520_WANDERINGMINSTREL_000_019,總、總之等他演奏結束了，我會去和他打個招呼的。
63,TEXT_FESANX202_05520_WANDERINGMINSTREL_000_020,多謝你等我回來。
64,TEXT_FESANX202_05520_WANDERINGMINSTREL_000_021,還真被我猜中了，這位就是我提起的傳奇音樂家……
65,TEXT_FESANX202_05520_WANDERINGMINSTREL_000_022,……還是不說了。<hex:02100103>既然前輩隱藏了自己的身份，應該是想和大家一起安靜地享受音樂。<hex:02100103>我就不要煞風景了。
66,TEXT_FESANX202_05520_WANDERINGMINSTREL_000_023,不過我想你應該也曾聽過他的音樂吧。<hex:02100103>只要是行走在探求之路上的旅人，大家應該都聽過。
67,TEXT_FESANX202_05520_WANDERINGMINSTREL_000_024,前輩，您有什麼話想對這位新銳冒險者說的嗎……？
68,TEXT_FESANX202_05520_WANDERINGMINSTREL_000_025,前輩，您有什麼話想對這位身經百戰的冒險者說的嗎……？
69,TEXT_FESANX202_05520_NOBINOBI_000_030,你好呀，這位冒險者。<hex:02100103>為旅途錦上添花的諸多樂曲，是否讓你心滿意足呢？
70,TEXT_FESANX202_05520_NOBINOBI_000_031,還有螢幕之外的那位……我也在對你說話哦。
71,TEXT_FESANX202_05520_NOBINOBI_000_032,所謂的遊戲體驗，<hex:02100103>我認為是靠戰鬥、故事、烘托它們的音樂，<hex:02100103>再加上你們自己的操作共同營造出來的。
72,TEXT_FESANX202_05520_NOBINOBI_000_033,感謝你踏上這段無盡的冒險旅程，<hex:02100103>雖然名字叫「最終幻想」，但它永遠不會結束。<hex:02100103>希望今後你也能和我們一同走下去！
73,TEXT_FESANX202_05520_NOBINOBI_010_033,這是我給你的禮物，收下吧。
74,TEXT_FESANX202_05520_NOBINOBI_020_033,希望你今後也能繼續關注我的活動，<hex:02100103>記住「康提基」這個名字吧，<hex:02100103>或者更準確地說應該是「con TIKI」。
75,TEXT_FESANX202_05520_NOBINOBI_030_033,對了，你可要對這位詩人保密哦。
76,TEXT_FESANX202_05520_WANDERINGMINSTREL_000_040,你們似乎有什麼事瞞著我……<hex:02100103>呵呵，我就裝作不知道吧。
