key,0,1
#,,
offset,0,4
Int32,String,String
0,TEXT_HEAVNZ520_01855_SEQ_00,惋惜之晶遺跡附近撲閃撲閃的莫古力一副精疲力竭的樣子。
1,TEXT_HEAVNZ520_01855_SEQ_01,和撲閃撲閃的莫古力進行了交談。撲閃撲閃的莫古力正因為被好奇心旺盛的<hex:02280FFF09>BNpcName<hex:F20E270103>追趕而煩惱。在惋惜之晶遺跡附近討伐4隻<hex:02280FFF09>BNpcName<hex:F20E270103>。
2,TEXT_HEAVNZ520_01855_SEQ_02,討伐了<hex:02280FFF09>BNpcName<hex:F20E270103>。向惋惜之晶遺跡附近撲閃撲閃的莫古力報告。
3,TEXT_HEAVNZ520_01855_SEQ_03,向撲閃撲閃的莫古力報告完畢。撲閃撲閃的莫古力生氣地認為就算自己再可愛也不該這樣追上來揪自己屁股上的毛。
4,TEXT_HEAVNZ520_01855_SEQ_04,空
5,TEXT_HEAVNZ520_01855_SEQ_05,空
6,TEXT_HEAVNZ520_01855_SEQ_06,空
7,TEXT_HEAVNZ520_01855_SEQ_07,空
8,TEXT_HEAVNZ520_01855_SEQ_08,空
9,TEXT_HEAVNZ520_01855_SEQ_09,空
10,TEXT_HEAVNZ520_01855_SEQ_10,空
11,TEXT_HEAVNZ520_01855_SEQ_11,空
12,TEXT_HEAVNZ520_01855_SEQ_12,空
13,TEXT_HEAVNZ520_01855_SEQ_13,空
14,TEXT_HEAVNZ520_01855_SEQ_14,空
15,TEXT_HEAVNZ520_01855_SEQ_15,空
16,TEXT_HEAVNZ520_01855_SEQ_16,空
17,TEXT_HEAVNZ520_01855_SEQ_17,空
18,TEXT_HEAVNZ520_01855_SEQ_18,空
19,TEXT_HEAVNZ520_01855_SEQ_19,空
20,TEXT_HEAVNZ520_01855_SEQ_20,空
21,TEXT_HEAVNZ520_01855_SEQ_21,空
22,TEXT_HEAVNZ520_01855_SEQ_22,空
23,TEXT_HEAVNZ520_01855_SEQ_23,空
24,TEXT_HEAVNZ520_01855_TODO_00,討伐<hex:02280FFF09>BNpcName<hex:F20E270103>
25,TEXT_HEAVNZ520_01855_TODO_01,向撲閃撲閃的莫古力報告
26,TEXT_HEAVNZ520_01855_TODO_02,空
27,TEXT_HEAVNZ520_01855_TODO_03,空
28,TEXT_HEAVNZ520_01855_TODO_04,空
29,TEXT_HEAVNZ520_01855_TODO_05,空
30,TEXT_HEAVNZ520_01855_TODO_06,空
31,TEXT_HEAVNZ520_01855_TODO_07,空
32,TEXT_HEAVNZ520_01855_TODO_08,空
33,TEXT_HEAVNZ520_01855_TODO_09,空
34,TEXT_HEAVNZ520_01855_TODO_10,空
35,TEXT_HEAVNZ520_01855_TODO_11,空
36,TEXT_HEAVNZ520_01855_TODO_12,空
37,TEXT_HEAVNZ520_01855_TODO_13,空
38,TEXT_HEAVNZ520_01855_TODO_14,空
39,TEXT_HEAVNZ520_01855_TODO_15,空
40,TEXT_HEAVNZ520_01855_TODO_16,空
41,TEXT_HEAVNZ520_01855_TODO_17,空
42,TEXT_HEAVNZ520_01855_TODO_18,空
43,TEXT_HEAVNZ520_01855_TODO_19,空
44,TEXT_HEAVNZ520_01855_TODO_20,空
45,TEXT_HEAVNZ520_01855_TODO_21,空
46,TEXT_HEAVNZ520_01855_TODO_22,空
47,TEXT_HEAVNZ520_01855_TODO_23,空
48,TEXT_HEAVNZ520_01855_GUIDEMOG01855_000_000,累死了庫啵……再也跑不動了庫啵。<hex:02100103>一直被好奇心旺盛的<hex:02280FFF09>BNpcName<hex:F20E270103>追來追去，<hex:02100103>實在是太煩了庫啵。
49,TEXT_HEAVNZ520_01855_GUIDEMOG01855_000_001,一個個都以驚人的氣勢追過來，實在是嚇死莫古了庫啵。<hex:02100103>請幫莫古去教訓4隻<hex:02280FFF09>BNpcName<hex:F20E270103>庫啵。
50,TEXT_HEAVNZ520_01855_GUIDEMOG01855_000_010,一個個都以驚人的氣勢追過來，實在是嚇死莫古了庫啵。<hex:02100103>請幫莫古去教訓4隻<hex:02280FFF09>BNpcName<hex:F20E270103>庫啵。
51,TEXT_HEAVNZ520_01855_GUIDEMOG01855_000_020,太感謝了庫啵！這下它們應該都長教訓了庫啵！<hex:02100103>就算莫古再可愛，它們也不應該追上來揪掉莫古屁股上的毛庫啵！<hex:02100103>實在太過火了庫啵！
